Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772304154,10,,Aggregated,4.600000,0.000000,130,160,180,210,320,540,2100,2100,2200,2200,2200,204,0,130.0,240.45818872564624,3.7099000037414953,2228.8322000022163,739.0784313725491
1772304155,10,,Aggregated,4.300000,0.000000,130,160,180,210,320,540,2100,2100,2200,2200,2200,206,0,130.0,240.41974223319875,3.7099000037414953,2228.8322000022163,739.6844660194175
1772304156,10,,Aggregated,4.600000,0.000000,130,160,200,240,320,540,2100,2100,2200,2200,2200,214,0,130.0,240.63638644877747,3.7099000037414953,2228.8322000022163,742.0093457943925
1772304157,10,,Aggregated,4.400000,0.000000,140,160,200,240,320,540,2100,2100,2200,2200,2200,220,0,130.0,239.2280722728835,3.7099000037414953,2228.8322000022163,743.6545454545454
1772304158,10,,Aggregated,4.300000,0.000000,140,160,200,240,320,440,2100,2100,2200,2200,2200,222,0,130.0,238.38398243262074,3.7099000037414953,2228.8322000022163,744.1801801801802
1772304160,10,,Aggregated,4.600000,0.000000,140,170,200,230,320,440,2100,2100,2200,2200,2200,228,0,140.0,236.94097412299655,3.7099000037414953,2228.8322000022163,745.7061403508771
1772304161,10,,Aggregated,4.700000,0.000000,140,170,200,220,320,440,2100,2100,2200,2200,2200,232,0,140.0,235.5411073277882,3.7099000037414953,2228.8322000022163,746.6637931034483
1772304162,10,,Aggregated,4.400000,0.000000,140,170,200,220,320,440,2100,2100,2200,2200,2200,237,0,140.0,233.85646033773978,3.7099000037414953,2228.8322000022163,747.8227848101266
1772304163,10,,Aggregated,4.500000,0.000000,140,170,200,220,320,440,2100,2100,2200,2200,2200,239,0,140.0,233.36527280352507,3.7099000037414953,2228.8322000022163,748.2803347280335
1772304164,10,,Aggregated,4.600000,0.000000,140,170,200,220,310,420,2100,2100,2200,2200,2200,244,0,140.0,232.1173766395077,3.7099000037414953,2228.8322000022163,749.3688524590164
1772304165,10,,Aggregated,4.500000,0.000000,140,170,200,220,310,420,2100,2100,2200,2200,2200,249,0,140.0,230.1411277110009,3.7099000037414953,2228.8322000022163,750.4216867469879
1772304166,10,,Aggregated,4.400000,0.000000,140,170,200,220,310,420,2100,2100,2200,2200,2200,251,0,140.0,229.3560334663169,3.7099000037414953,2228.8322000022163,750.8326693227092
1772304167,10,,Aggregated,4.400000,0.000000,140,170,210,240,320,440,2100,2100,2200,2200,2200,258,0,140.0,232.36887984510463,3.7099000037414953,2228.8322000022163,752.2325581395348
1772304168,10,,Aggregated,4.500000,0.000000,150,170,210,240,320,420,2100,2100,2200,2200,2200,261,0,150.0,232.4195624522562,3.7099000037414953,2228.8322000022163,752.7969348659004
